Provider Number,Provider Name,Address,City,Phone_Number,ZipCode,Service Area,Supervisory District,Programs/Services,Provider Classification,Age Group Served,Language/Cultures,Operation,Operation Hours,Walk-In-Hours
7254,ENKI EAST LOS ANGELES MHS-BELL GARDENS,6001 CLARA ST.,BELL GARDENS,(866) 227-1302,90201,7,1,"COMMUNITY OUTREACH, CRISIS INTERVENTION, FIELD CAPABLE CLINICAL SERVICES (FCCS), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PREVENTION & EARLY INTERVENTION (PEI), PSYCHOLOGICAL TESTING, TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT/TAY,"ARMENIAN, CANTONESE, ENGLISH, FARSI, GUJARATI, HEBREW, ITALIAN, MANDARIN, RUSSIAN, SINGHALESE, SPANISH, TAIWAINESE",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7194,PACIFIC CLINICS-EL CAMINO MENTAL HEALTH CENTER,11721 EAST TELEGRAPH RD. BLDG A,SANTA FE SPRINGS,(877) 722-2737,90670,7,4,"COMMUNITY OUTREACH, CRISIS INTERVENTION, DUAL DIAGNOSIS, FIELD CAPABLE CLINICAL AND SERVICES (FCCS), FULL SERVICE PARTNERSHIP (FSP), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), SPECIALIZED FOSTER CARE, TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"ARABIC, CANTONESE, DUTCH, ENGLISH, FRENCH, HINDI, ITALIAN, JAPANESE, KOREAN, MANDARIN, PUNJABI, RUSSIAN,  SPANISH, TAIWAINESE, TAGALOG, TELUGU, THAI, TOISAN, TURKISH",NGA,MON - FRI 8:00 AM - 5:00 PM; TUES 8:00 AM - 8:00 PM,CONTACT PROVIDER
7495,PACIFIC CLINICS-LATINA PROGRAM,11741 TELEGRAPH RD.,SANTA FE SPRINGS,(877) 722-2737,90670,7,4,"CRISIS INTERVENTION, FIELD CAPABLE CLINICAL SERVICES (FCCS), FULL SERVICE PARTNERSHIP (FSP), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PREVENTION & EARLY INTERVENTION (PEI), PSYCHOLOGICAL TESTING, SPECIALIZED FOSTER CARE",OUTPATIENT,CHILD/TAY,"ARABIC, ENGLISH, FRENCH, HINDI, JAPANESE, MANDARIN, PUNJABI, SPANISH, TAGALOG, TOISAN, TURKISH, URDU, VIETNAMESE",NGA,MON 9:00 AM - 6:00 PM; TUES - THURS 9:00 AM - 7:00 PM; FRI 9:00 AM  - 5:00 PM,CONTACT PROVIDER
7803,DMH/DHS COLLABORATION PROGRAM - ROYBAL,245 FETTERLY AVE.,LOS ANGELES,,90022,7,1,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,ADULT,"ENGLISH, SPANISH",DMH,MON - FRI 8:30 AM - 5:00 PM,BY REFERRAL ONLY
0054,HARBOR VIEW CENTER,490 WEST 14TH ST.,LONG BEACH,(562) 591-8701,90813,8,4,"TARGETED CASE MANAGEMENT, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
1926,LONG BEACH CHILD & ADOLESCENT CLINIC,240 EAST 20TH ST.,LONG BEACH,(562) 599-9271,90806,8,4,"MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, SPECIALIZED FOSTER CARE",OUTPATIENT,CHILD/TAY,"ENGLISH, HINDI, SPANISH, VIETNAMESE",DMH,"MON, TUES, THURS 8:00 AM - 6:00 PM; WED 8:00 AM - 7:00 PM; FRI 8:00 AM 5:00 PM",MON - FRI 8:00 AM - 5:00 PM
1927,LONG BEACH MENTAL HEALTH SERVICES (MHS) ADULT CLINIC,1975 LONG BEACH BLVD.,LONG BEACH,(562) 599-9280,90806,8,4,"FULL SERVICE PARTNERSHIP (FSP), FIELD CAPABLE CLINICAL SERVICES (FCCS), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - THUR 8:00 AM - 3:30 PM
1928,SAN PEDRO MENTAL HEALTH CLINIC (MHC),150 WEST 7TH ST.,SAN PEDRO,(310) 519-6100,90731,8,4,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 4:30 PM
1935,SOUTH BAY MENTAL HEALTH SERVICES (MHS),2311 WEST EL SEGUNDO BLVD.,HAWTHORNE,(323) 241-6730,90250,8,2,"COMMUNITY OUTREACH, CRISIS INTERVENTION, DAY REHABILITATION HALF DAY, DUAL DIAGNOSIS, FULL SERVICE PARTNERSHIP (FSP), LIFE SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"ENGLISH, KOREAN, MANDARIN, OTHER CHINESE, SPANISH, TAGALOG, TAIWANESE, URDU",DMH,MON - FRI 8:30 AM - 5:00 PM,8:00 AM - 4:00 PM
1969,SOUTH BAY CHILDREN'S HEALTH CENTER,1617 CRAVENS AVE.,TORRANCE,(310) 328-0855,90501,8,4,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
5009,DEL AMO HOSPITAL,23700 CAMINO DEL SOL,TORRANCE,(310) 530-1151,90505,8,4,24 HOUR ACUTE INPATIENT,24 HOUR/RESIDENTIAL,ADULT/CHILD,ENGLISH,FFS,24 HOURS,24 HOURS
5569,COLLEGE MEDICAL CENTER,2776 PACIFIC AVE.,LONG BEACH,(562) 997-2000,90806,8,4,24 HOUR ACUTE INPATIENT,24 HOUR/RESIDENTIAL,ADULT,"ARMENIAN, CEBUANO, CREOLE, ENGLISH, FARSI, GUJARATI, HINDI, ILOCANO, KOREAN, MANDARIN, RUSSIAN, SPANISH, TAGALOG, VIETNAMESE",FFS,24 HOURS,24 HOURS
6859,HARBOR-UCLA MEDICAL CENTER,1000 WEST CARSON ST. BLDG D-5,TORRANCE,(310) 222-3151,90509,8,2,"COMMUNITY OUTREACH, CRISIS INTERVENTION, FULL SERVICE PARTNERSHIP (FSP), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), SPECIALIZE FOSTER CARE, TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT/CHILD/TAY,"AFRIKAANS, ARABIC, ARMENIAN, CAMBODIAN, CANTONESE, ENGLISH, ETHIOPIAN, FRENCH, GERMAN, GREEK, HEBREW, HINDI, ITALIAN, JAPANESE, KOREAN, MANDARIN, PORTUGUESE, PUNJABI, SIGN",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 5:00 PM
7019,ALMA FAMILY SERVICES-LONG BEACH,121 LINDEN AVE. STE. B112,LONG BEACH,(323) 624-1644,90802,8,4,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT/OLDER ADULT,"ARABIC, ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7020,GARDENA SOCIAL ACTIVITY CENTER,2320 WEST 149TH ST.,GARDENA,(310) 217-9550,90249,8,2,COMMUNITY OUTREACH,COMMUNITY OUTREACH,ADULT,ENGLISH,NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7046,DIDI HIRSCH EXCELSIOR HOUSE,1007 MYRTLE AVE.,INGLEWOOD,(310) 412-4191,90301,8,2,"28 DAY MAXIMUM STAY, CRISIS STABILIATION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT, TRANSITIONAL RESIDENTIAL",24 HOUR/RESIDENTIAL,ADULT,"ARABIC, CANTONESE, ENGLISH, MANDARIN, OTHER CHINESE, RUSSIAN, SPANISH, TAGALOG, TOISAN",NGA,24 HOURS,BY REFERRAL ONLY
7064,COASTAL ASIAN PACIFIC ISLANDER FAMILY HEALTH CENTER,14112 SOUTH KINGSLEY DR.,GARDENA,(310) 217-7312,90249,8,2,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT/CHILD/OLDER ADULT/TAY,"ASIAN/PACIFIC ISLANDER, CAMBODIAN, CANTONESE, ENGLISH, KOREAN, MANDARIN, SPANISH, VIETNAMESE",DMH,MON - FRI 8:00 AM - 6:00 PM,MON - FRI 8:00 AM - 4:30 PM
7065,MENTAL HEALTH AMERICA OF LA HOMELESS ASSISTANCE,456 ELM AVE.,LONG BEACH,(562) 437-6717,90802,8,4,"MENTAL HEALTH PROMOTION, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,ADULT,"CANTONESE, ENGLISH, JAPANESE, KOREAN, MANDARIN, RUSSIAN, SPANISH, TAGALOG, VIETNAMESE",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7092,HEALTH VIEW BEHAVIORAL SERVICES CENTER,921 S. BEACON ST.,SAN PEDRO,(310) 984-3055,90731,8,4,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"ENGLISH, SPANISH, TAGALOG, YIDDISH, YORUBA",NGA,MON - FRI 9:00 AM - 5:00 PM,MON - FRI 8:00 AM - 5:00 PM
7111,1736 FAMILY CRISIS CENTER,21707 HAWTHORNE BLVD. STE. 300,TORRANCE,(310) 543-9900,90503,8,4,"MENTAL HEALTH SERVICES* (MHS), SPECIALIZED FOSTER CARE, TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 9:00 AM - 5:00 PM,CONTACT PROVIDER
7121,FOR THE CHILD,4001 LONG BEACH BLVD.,LONG BEACH,(562) 427-7671,90807,8,4,"TARGETED CASE MANAGEMENT, CRISIS INTERVENTION, COMMUNITY HEALTH PROMOTION , MENTAL HEALTH PROMOTION, MENTAL HEALTH SERVICES* (MHS), SPECIALIZED FOSTER CARE",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - THURS 8:00 AM - 7:00 PM; FRI 8:00 AM - 5:00 PM,MON - THURS 8:00 AM - 7:00 PM; FRI 8:00 AM - 5:00 PM
7207,LONG BEACH ASIAN PACIFIC MENTAL HEALTH PROGRAM,4510 EAST PACIFIC COAST HWY. STE. 600,LONG BEACH,(562) 346-1100,90804,8,4,"TARGETED CASE MANAGEMENT, FULL SERVICE PARTNERSHIP, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,ADULT,"ASIAN/PACIFIC ISLANDER, CAMBODIAN, CANTONESE, ENGLISH, FRENCH, IIOCANO, JAPANESE, MANDARIN, SAMOAN, SPANISH, TAGALOG TAIWANESE, VIETNAMESE",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 4:00 PM
7209,DIDI HIRSCH-INGLEWOOD,323 NORTH PRAIRIE AVE,INGLEWOOD,(310) 677-7808,90301,8,2,"AB109, CALWORKS, TARGETED CASE MANAGEMENT, FIELD CAPABLE CLINICAL SERVICES (FCCS), FULL SERVICE PARTNERSHIP (FSP), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PREVIENTION & EARLY INTERVENTION (PEI), PSYCHOLOGICAL TESTING, WELLNESS CENTER",OUTPATIENT,ADULT/CHILD/OLDER ADULT/TAY,"ENGLISH, GERMAN, HEBREW, HINDI, JAPANESE, KOREAN, MANDARIN, OTHER CHINESE, RUSSIAN, SERBO-CROATIAN, SPANISH, SWEDISH, TAGALOG, THAI, URDU",NGA,MON - THURS 8:30 AM  - 8:00 PM; FRI 8:30 AM  - 5:00 PM,CONTACT PROVIDER
7212,MHA VILLAGE INTEGRATED SERVICE,100 WEST BROADWAY ST. STE. 5005,LONG BEACH,(562) 285-1330,90802,8,4,"TARGETED CASE MANAGEMENT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 9:00 AM - 5:00 PM,CONTACT PROVIDER
7220,SOUTH BAY CHILDREN'S HEALTH CENTER,410 SOUTH CAMINO REAL,REDONDO BEACH,(310) 316-1212,90277,8,4,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,CHILD/TAY,"ENGLISH,  SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7245,HOMES FOR LIFE FOUNDATION,20902 DENKER AVE.,TORRANCE,(310) 337-7417,90501,8,4,"TARGETED CASE MANAGEMENT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7245,HOMES FOR LIFE FOUNDATION-218TH STREET,1418 WEST 218TH ST.,TORRANCE,(310) 337-7417,90501,8,4,"TARGETED CASE MANAGEMENT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7245,HOMES FOR LIFE FOUNDATION-223R,1435 WEST 223RD ST.,TORRANCE,(310) 337-7417,90501,8,4,"TARGETED CASE MANAGEMENT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7245,HOMES FOR LIFE FOUNDATION-MARIPOSA,21218 MARIPOSA AVE.,TORRANCE,(310) 337-7417,90502,8,2,"TARGETED CASE MANAGEMENT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7248,EXODUS RECOVERY INC.,923 SOUTH CATALINA AVE.,REDONDO BEACH,(310) 792-5454,90277,8,4,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,ADULT,"AFRIKAANS, ARMENIAN, CANTONESE, ENGLISH, FARSI, HUNGARIAN, ITALIAN, JAPANESE, KOREAN, MANDARIN, PORTUGUESE, SPANISH, URDU, VIETNAMESE",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7249,THE GUIDANCE CENTER-SAN PEDRO,222 W. SIXTH ST.  SUITE 230,SAN PEDRO,(310) 833-3135,90731,8,4,"TARGETED CASE MANAGEMENT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, CRISIS INTERVENTION",OUTPATIENT,ADULT/CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - THUR 8:00 AM - 8:00 PM; FRI 8:00 - 5:00 PM,CONTACT PROVIDER
7257,STAR VIEW ADOLESCENT CENTER,4025 WEST 226TH ST.,TORRANCE,(310) 373-4556,90505,8,4,"TARGETED CASE MANAGEMENT, CRISIS INTERVENTION, DAY TREATMENT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), THERAPEUTIC BEHAVIORAL SERVICES",OUTPATIENT,CHILD,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7259,LONG BEACH MET,3205 LAKEWOOD BLVD.,LONG BEACH,(562) 496-8273,90806,8,4,"TARGETED CASE MANAGEMENT, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,ADULT,"ENGLISH, KOREAN, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,FIELD RESPONSE ONLY
7270,HARBOR VIEW COMMUNITY SERVICES CENTER,850 EAST WARDLOW RD.,LONG BEACH,(562) 981-9392,90807,8,4,"TARGETED CASE MANAGEMENT, FIELD CAPABLE CLINICAL SERVICES (FCCS), FULL SERVICE PARTNERSHIP (FSP), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), THERAPEUTIC BEHAVIORAL SERVICES",OUTPATIENT,CHILD/TAY,"ENGLISH, JAPANESE, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7275,CHILDREN'S INSTITUTE INC.,21810 & 21840 NORMANDIE AVE.,TORRANCE,(310) 783-4677,90502,8,2,"TARGETED CASE MANAGEMENT, COMMUNITY OUTREACH, CRISIS INTERVENTION, DAY TREATMENT, FULL SERVICE PARTNERSHIP (FSP), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,CHILD/TAY,"ARMENIAN, CANTONESE, ENGLISH, FRENCH, GERMAN, HINDI, ITALIAN, JAPANESE, KOREAN, MANDARIN, OTHER CHINESE, SERBO-CROATIAN, SPANISH, SWAHILI, TAGALOG",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7329,SSG - OTTP,19401 VERMONT AVE. STE. A-201,TORRANCE,(310) 323-6887,90502,8,4,"TARGETED CASE MANAGEMENT, FULL SERVICE PARTNERSHIP (FSP), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), SPECIALIZED FOSTER CARE",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7335,STAR VIEW COMMUNITY SERVICES,370 SOUTH CRENSHAW BLVD. STE. E 100,TORRANCE,(310) 787-1500,90503,8,4,"TARGETED CASE MANAGEMENT, CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), SPECIALIZED FOSTER CARE",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7342,MASADA HOMES,130 WEST VICTORIA ST.,GARDENA,(310) 715-2020,90248,8,2,"TARGETED CASE MANAGEMENT, FULL SERVICE PARTNERSHIP (FSP), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, SPECIALIZED FOSTER CARE, THERAPEUTIC BEHAVIORAL SERVICES, WRAPAROUND",OUTPATIENT,CHILD/TAY,"CANTONESE, ENGLISH, GERMAN, JAPANESE, KOREAN, MANDARIN, PORTUGUESE, SPANISH, VIETNAMESE",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7367,STAR VIEW COMMUNITY SERVICES,100 EAST WARDLOW RD.,LONG BEACH,(562) 427-6818,90807,8,4,"MENTAL HEALTH SERVICES* (MHS), FULL SERVICE PARTNERSHIP (FSP), SCHOOL BASED SERVICES, SPECIALIZED FOSTER CARE",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7377,ONE-CLIENT RUN CENTER,2017 EAST 4TH ST.,LONG BEACH,(562) 434-4455,90814,8,4,"COMMUNITY OUTREACH, MENTAL HEALTH PROMOTION, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 11:00 AM - 9:00 PM,MON - FRI 11:00 AM - 9:00 PM
7426,PACIFIC ASIAN COUNSELING SERVICES,3530 ATLANTIC AVE. STE. 210,LONG BEACH,(562) 424-1886,90807,8,4,"TARGETED CASE MANAGEMENT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,ADULT/CHILD/TAY,"CAMBODIAN, CANTONESE, CASE MANAGEMENT, CREOLE, ENGLISH, FRENCH, JAPANESE, KOREAN, MANDARIN, SAMOAN, SPANISH, TAGALOG, TAIWANESE, URDO, VIETNAMESE",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7432,MASADA HOMES,108 WEST VICTORIA ST.,GARDENA,(310) 715-2020,90248,8,2,"TARGETED CASE MANAGEMENT, CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), SPECIALIZED FOSTER CARE",OUTPATIENT,CHILD/TAY,"ARABIC, ENGLISH, FARSI, JAPANESE, PORTUGESE, SPANISH, VIETNAMESE",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7433,THE GUIDANCE CENTER,1301 PINE AVE.,LONG BEACH,(562) 595-1159,90813,8,4,"TARGETED CASE MANAGEMENT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, THERAPEUTIC BEHAVIORAL SERVICES",OUTPATIENT,ADULT/CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - THUR 8:00 AM - 8:00 PM; FRI 8:00 AM -5:00 PM,CONTACT PROVIDER
7465,SHIELDS FOR FAMILIES,121 WEST VICTORIA ST. STE. 250,LONG BEACH,(310) 603-1030,90805,8,4,"TARGETED CASE MANAGEMENT,COMMUNITY CLIENT, MEDICATION SUPPORT, MENTAL HEALTH PROMOTION, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,CHILD/TAY,"ARABIC, ARMENIAN, CANTONESE, ENGLISH, GREEK, SPANISH, SWEDISH",NGA,MON - FRI 8:30 AM - 5:00 PM,MON - FRI 8:30 AM - 5:00 PM
7465,SHIELDS FOR FAMILIES,161 WEST VICTORIA ST.,LONG BEACH,(310) 603-1030,90805,8,4,"TARGETED CASE MANAGEMENT, COMMUNITY CLIENT, MEDICATION SUPPORT, MENTAL HEALTH PROMOTION, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,CHILD/TAY,"ARABIC, ARMENIAN, CANTONESE, ENGLISH, GREEK, SPANISH, SWEDISH",NGA,MON - FRI 8:30 AM - 5:00 PM,CONTACT PROVIDER
7469,CHILDNET YOUTH & FAMILY SERVICES,5150 EAST PACIFIC COAST HWY. STE. 100,LONG BEACH,(562) 490-7600,90804,8,4,"TARGETED CASE MANAGEMENT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), SPECIALIZED FOSTER CARE",OUTPATIENT,CHILD/TAY,"ARMENIAN, CANTONESE, ENGLISH, FRENCH, GERMAN, HINDI, ITALIAN, JAPANESE, MANDARIN, PUNJABI, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7482,MENTAL HEALTH URGENT CARE CENTER @ LONG BEACH,6060 PARAMOUNT BLVD.,LONG BEACH,(562) 790-1860,90805,8,4,"TARGETED CASE MANAGEMENT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), REFERRALS AND LINKAGE",OUTPATIENT,ADULT,"ENGLISH, FARSI, MANDARIN, SPANISH, TAGALOG",NGA,MON - FRI 8:00 AM - 7:00 PM,MON - FRI 8:00 AM - 7:00 PM
7509,SPECIALIZED FOSTER CARE-TORRANCE,2325 CRENSHAW BLVD.,TORRANCE,(562)-437-7413,90501,8,4,"CRISIS INTERVENTION, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,BY REFERRAL ONLY
7516,COUNSELING 4 KIDS-TORRANCE,19701 HAMILTON AVE. STE. 160,TORRANCE,(310) 817-2177,90502,8,4,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,CHILD/TAY,"BENGALI, CANTONESE, ENGLISH, SPANISH, THAI",NGA,MON - FRI 8:30 AM - 5:00 PM,CONTACT PROVIDER
7528,ASIAN AMERICAN DRUG ABUSE PROGRAM (AADAP),13931 SOUTH VAN NESS AVE.,GARDENA,(310) 768-8018,90249,8,2,"TARGETED CASE MANAGEMENT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,"MON, WED, FRI 10:00 AM - 7:00 PM; TUES, THURS 10:30 AM - 8:00 PM",CONTACT PROVIDER
7534,OLIVE CREST TREATMENT CENTERS-TORRANCE,3625 DEL AMO BLVD. STE. 170,TORRANCE,(562) 866-8956,90503,8,4,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,CHILD/TAY,"ENGLISH, FARSI, ITALIAN, MANDARIN, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7536,SHIELDS FOR FAMILIES-SCHOOL BASED,161 WEST VICTORIA ST.,LONG BEACH,(310) 603-1030,90805,8,4,"TARGETED CASE MANAGEMENT, CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7540,ALAFIA MENTAL HEALTH INSTITUTE,555 WEST REDONDO BEACH BLVD.,GARDENA,(310) 352-6422,90248,8,2,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,ADULT,"ENGLISH, ITALIAN, KOREAN, RUSSIAN, SPANISH, TAGALOG",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7570,CHILDREN'S BUREAU,460 EAST CARSON PLAZA DR. STE. 122,CARSON,(310) 523-9500,90746,8,2,"TARGETED CASE MANAGEMENT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,CHILD/TAY,"ENGLISH, FRENCH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7576,MENTAL HEALTH AMERICA OF LOS ANGELES WELLNES CENTER,1078 ATLANTIC AVE.,LONG BEACH,(562) 285-0149,90813,8,4,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,ADULT,"BULGARIAN, ENGLISH, JAPANESE, MANDARIN, RUSSIAN, SPANISH, TAGALOG, TELUGU, THAI, VIETNAMESE",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7605,CRITTENTON FAMILY CENTER,3605 LONG BEACH BLVD. STE. 110,LONG BEACH,(562) 929-4308,90807,8,4,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,CHILD/TAY,"CANTONESE, ENGLISH, FRENCH, GERMAN, HINDI, HUNGARIAN, KOREAN, LAO, OTHER CHINESE, ROMANIAN, SINGHALESE, SPANISH, TELUGU, THAI, VIETNAMESE",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7625,CHILDREN'S  INSTITUTE INC.,4300 LONG BEACH BLVD. STE. 700,LONG BEACH,(310) 783-4677,90807,8,4,"TARGETED CASE MANAGEMENT, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, SPECIALIZE FOSTER CARE",OUTPATIENT,ADULT/CHILD/TAY,"ARMENIAN, ENGLISH, FRENCH, KOREAN, MANDARIN, SPANISH, TAGALOG",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
